"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Age Groups"	"Age Groups Code"	"Year"	"Year Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2004"	"2004"	1370
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2005"	"2005"	1453
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2006"	"2006"	1484
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2007"	"2007"	1489
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2008"	"2008"	1571
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2009"	"2009"	1515
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2010"	"2010"	1460
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2011"	"2011"	1475
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2012"	"2012"	1422
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2013"	"2013"	1307
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2014"	"2014"	1263
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2015"	"2015"	1317
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2016"	"2016"	1235
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2017"	"2017"	1324
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2018"	"2018"	1286
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2019"	"2019"	1304
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2020"	"2020"	1173
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2021"	"2021"	1246
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"1999"	"1999"	1535
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2000"	"2000"	1669
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2001"	"2001"	1747
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2002"	"2002"	1859
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2003"	"2003"	1899
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2004"	"2004"	1939
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2005"	"2005"	2061
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2006"	"2006"	2140
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2007"	"2007"	2262
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2008"	"2008"	2375
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2009"	"2009"	2367
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2010"	"2010"	2345
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2011"	"2011"	2350
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2012"	"2012"	2384
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2013"	"2013"	2294
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2014"	"2014"	2347
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2015"	"2015"	2295
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2016"	"2016"	2263
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2017"	"2017"	2236
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2018"	"2018"	2171
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2019"	"2019"	2081
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2020"	"2020"	1802
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2021"	"2021"	2036
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"1999"	"1999"	1973
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2000"	"2000"	2063
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2001"	"2001"	2180
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2002"	"2002"	2315
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2003"	"2003"	2332
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2004"	"2004"	2449
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2005"	"2005"	2561
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2006"	"2006"	2764
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2007"	"2007"	2918
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2008"	"2008"	3003
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2009"	"2009"	3078
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2010"	"2010"	2965
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2011"	"2011"	3151
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2012"	"2012"	3173
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2013"	"2013"	3077
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2014"	"2014"	3184
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2015"	"2015"	3336
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2016"	"2016"	3208
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2017"	"2017"	3433
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2018"	"2018"	3355
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2019"	"2019"	3436
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2020"	"2020"	2961
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2021"	"2021"	3114
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"1999"	"1999"	2423
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2000"	"2000"	2525
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2001"	"2001"	2547
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2002"	"2002"	2668
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2003"	"2003"	2672
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2004"	"2004"	2695
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2005"	"2005"	2856
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2006"	"2006"	2931
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2007"	"2007"	3266
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2008"	"2008"	3309
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2009"	"2009"	3474
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2010"	"2010"	3507
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2011"	"2011"	3750
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2012"	"2012"	3756
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2013"	"2013"	3755
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2014"	"2014"	3931
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2015"	"2015"	4202
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2016"	"2016"	4198
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2017"	"2017"	4308
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2018"	"2018"	4476
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2019"	"2019"	4662
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2020"	"2020"	4194
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2021"	"2021"	4690
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"1999"	"1999"	2744
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2000"	"2000"	2852
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2001"	"2001"	2945
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2002"	"2002"	2987
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2003"	"2003"	2968
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2004"	"2004"	2972
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2005"	"2005"	3005
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2006"	"2006"	3181
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2007"	"2007"	3478
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2008"	"2008"	3618
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2009"	"2009"	3607
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2010"	"2010"	3638
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2011"	"2011"	3894
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2012"	"2012"	3780
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2013"	"2013"	3957
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2014"	"2014"	4164
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2015"	"2015"	4407
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2016"	"2016"	4649
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2017"	"2017"	4999
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2018"	"2018"	5162
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2019"	"2019"	5317
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2020"	"2020"	4967
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2021"	"2021"	5477
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"1999"	"1999"	3176
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2000"	"2000"	3232
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2001"	"2001"	3426
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2002"	"2002"	3256
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2003"	"2003"	3117
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2004"	"2004"	3172
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2005"	"2005"	3097
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2006"	"2006"	3177
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2007"	"2007"	3237
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2008"	"2008"	3289
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2009"	"2009"	3215
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2010"	"2010"	3279
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2011"	"2011"	3459
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2012"	"2012"	3428
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2013"	"2013"	3679
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2014"	"2014"	3695
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2015"	"2015"	3952
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2016"	"2016"	4095
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2017"	"2017"	4588
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2018"	"2018"	4600
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2019"	"2019"	4933
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2020"	"2020"	4645
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2021"	"2021"	5393
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"1999"	"1999"	2925
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2000"	"2000"	3018
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2001"	"2001"	3245
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2002"	"2002"	3088
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2003"	"2003"	3073
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2004"	"2004"	3175
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2005"	"2005"	3089
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2006"	"2006"	3094
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2007"	"2007"	3151
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2008"	"2008"	2986
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2009"	"2009"	2933
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2010"	"2010"	3111
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2011"	"2011"	3023
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2012"	"2012"	2975
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2013"	"2013"	2941
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2014"	"2014"	3025
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2015"	"2015"	3352
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2016"	"2016"	3142
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2017"	"2017"	3535
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2018"	"2018"	3757
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2019"	"2019"	3903
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2020"	"2020"	3783
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2021"	"2021"	4038
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"1999"	"1999"	2165
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2000"	"2000"	2169
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2001"	"2001"	2297
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2002"	"2002"	2326
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2003"	"2003"	2276
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2004"	"2004"	2500
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2005"	"2005"	2440
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2006"	"2006"	2483
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2007"	"2007"	2585
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2008"	"2008"	2492
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2009"	"2009"	2303
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2010"	"2010"	2486
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2011"	"2011"	2451
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2012"	"2012"	2537
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2013"	"2013"	2409
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2014"	"2014"	2416
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2015"	"2015"	2630
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2016"	"2016"	2514
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2017"	"2017"	2664
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2018"	"2018"	2681
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2019"	"2019"	2802
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2020"	"2020"	2588
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2021"	"2021"	2881
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"1999"	"1999"	1669
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2000"	"2000"	1768
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2001"	"2001"	1757
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2002"	"2002"	1835
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2003"	"2003"	1896
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2004"	"2004"	1990
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2005"	"2005"	1907
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2006"	"2006"	2031
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2007"	"2007"	2154
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2008"	"2008"	2189
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2009"	"2009"	2143
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2010"	"2010"	2209
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2011"	"2011"	2268
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2012"	"2012"	2407
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2013"	"2013"	2496
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2014"	"2014"	2495
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2015"	"2015"	2799
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2016"	"2016"	2812
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2017"	"2017"	2714
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2018"	"2018"	2818
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2019"	"2019"	2773
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2020"	"2020"	2658
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"85+ years"	"85+"	"2021"	"2021"	2745
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"1999"	"1999"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2001"	"2001"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2002"	"2002"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2003"	"2003"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2004"	"2004"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2005"	"2005"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2006"	"2006"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2007"	"2007"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2008"	"2008"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2009"	"2009"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2010"	"2010"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2011"	"2011"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2012"	"2012"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2013"	"2013"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2014"	"2014"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2015"	"2015"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2016"	"2016"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2017"	"2017"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2018"	"2018"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2019"	"2019"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2020"	"2020"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"< 1 year"	"1"	"2021"	"2021"	0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"1-4 years"	"1-4"	"1999"	"1999"	0
